class_desc,class,zipcode,res,comm,units,landarea,grossarea,yearbuilt,price
02 TWO FAMILY DWELLINGS,2,11225,2,0,2,3194,2400,1925,0
02 TWO FAMILY DWELLINGS,2,11225,2,0,2,4471,2880,1925,0
02 TWO FAMILY DWELLINGS,2,11213,2,0,2,2555,2104,1930,0
02 TWO FAMILY DWELLINGS,2,11213,2,0,2,3194,2000,1930,0
02 TWO FAMILY DWELLINGS,2,11213,2,0,2,3194,2000,1930,0
02 TWO FAMILY DWELLINGS,2,11225,2,0,2,2450,2424,1920,0
02 TWO FAMILY DWELLINGS,2,11225,2,0,2,2000,3120,1899,0
02 TWO FAMILY DWELLINGS,2,11225,2,0,2,2412,2792,1935,0
02 TWO FAMILY DWELLINGS,2,11225,2,0,2,3194,2922,1920,0
02 TWO FAMILY DWELLINGS,2,11213,2,0,2,1800,2664,1910,0
02 TWO FAMILY DWELLINGS,2,11233,2,0,2,1667,2598,2006,0
02 TWO FAMILY DWELLINGS,2,11213,2,0,2,4019,1600,1920,0
02 TWO FAMILY DWELLINGS,2,11233,2,0,2,2148,1400,1899,0
02 TWO FAMILY DWELLINGS,2,11213,2,0,2,1975,1900,1905,0
02 TWO FAMILY DWELLINGS,2,11213,2,0,2,2214,2214,1899,0
02 TWO FAMILY DWELLINGS,2,11213,2,0,2,2214,2214,1899,0
02 TWO FAMILY DWELLINGS,2,11213,2,0,2,2625,3225,2004,0
02 TWO FAMILY DWELLINGS,2,11213,2,0,2,1710,2883,1899,0
02 TWO FAMILY DWELLINGS,2,11213,2,0,2,1710,2793,1899,0
02 TWO FAMILY DWELLINGS,2,11213,2,0,2,2236,2040,1920,0
02 TWO FAMILY DWELLINGS,2,11213,2,0,2,2555,1200,1910,0
02 TWO FAMILY DWELLINGS,2,11233,2,0,2,1128,2025,2003,0
02 TWO FAMILY DWELLINGS,2,11233,2,0,2,1128,2025,2003,0
02 TWO FAMILY DWELLINGS,2,11213,2,0,2,2555,2400,1910,0
02 TWO FAMILY DWELLINGS,2,11213,2,0,2,2555,2400,1910,0
02 TWO FAMILY DWELLINGS,2,11233,2,0,2,1603,2934,2004,0
02 TWO FAMILY DWELLINGS,2,11233,2,0,2,1603,2934,2004,0
02 TWO FAMILY DWELLINGS,2,11213,2,0,2,1440,2352,1901,0
02 TWO FAMILY DWELLINGS,2,11213,8,0,8,2427,5043,1910,0
02 TWO FAMILY DWELLINGS,2,11213,2,0,2,2427,2970,1910,0
02 TWO FAMILY DWELLINGS,2,11213,2,0,2,2427,3021,1910,0
02 TWO FAMILY DWELLINGS,2,11213,2,0,2,2427,2850,1901,0
02 TWO FAMILY DWELLINGS,2,11213,2,0,2,2555,3492,1901,0
02 TWO FAMILY DWELLINGS,2,11213,2,0,2,1584,2948,2006,0
02 TWO FAMILY DWELLINGS,2,11213,2,0,2,2020,2328,1899,0
02 TWO FAMILY DWELLINGS,2,11213,10,0,10,3110,6572,1901,0
02 TWO FAMILY DWELLINGS,2,11213,2,0,2,1800,1476,1910,0
02 TWO FAMILY DWELLINGS,2,11213,2,0,2,2718,2394,1910,0
02 TWO FAMILY DWELLINGS,2,11213,2,1,3,1207,4180,1899,0
02 TWO FAMILY DWELLINGS,2,11213,2,0,2,5056,2438,1920,0
02 TWO FAMILY DWELLINGS,2,11213,2,0,2,1900,3540,1901,0
02 TWO FAMILY DWELLINGS,2,11213,2,0,2,2412,2084,1901,0
02 TWO FAMILY DWELLINGS,2,11213,2,0,2,2775,4020,1925,0
02 TWO FAMILY DWELLINGS,2,11213,2,0,2,2709,4020,1925,0
02 TWO FAMILY DWELLINGS,2,11213,2,0,2,2709,4020,1925,0
02 TWO FAMILY DWELLINGS,2,11213,2,0,2,2290,2366,1901,0
02 TWO FAMILY DWELLINGS,2,11213,2,0,2,3000,2720,1920,0
02 TWO FAMILY DWELLINGS,2,11213,2,0,2,3130,2860,1925,0
02 TWO FAMILY DWELLINGS,2,11213,2,0,2,3162,2704,1920,0
02 TWO FAMILY DWELLINGS,2,11213,2,0,2,3194,3165,1920,0
02 TWO FAMILY DWELLINGS,2,11213,2,0,2,3194,3165,1920,0
02 TWO FAMILY DWELLINGS,2,11213,2,0,2,2600,3360,1920,0
03 THREE FAMILY DWELLINGS,3,11238,3,0,3,1600,2700,1910,0
03 THREE FAMILY DWELLINGS,3,11238,3,0,3,2314,2295,1901,0
03 THREE FAMILY DWELLINGS,3,11216,3,0,3,2033,3360,1899,0
03 THREE FAMILY DWELLINGS,3,11213,3,0,3,2000,2700,1910,0
03 THREE FAMILY DWELLINGS,3,11216,3,0,3,1070,3224,2005,0
03 THREE FAMILY DWELLINGS,3,11216,3,0,3,3765,7292,1915,0
03 THREE FAMILY DWELLINGS,3,11216,3,0,3,1710,3000,1899,0
03 THREE FAMILY DWELLINGS,3,11216,3,0,3,1950,3630,1910,0
03 THREE FAMILY DWELLINGS,3,11213,3,0,3,1783,4038,1901,0
03 THREE FAMILY DWELLINGS,3,11225,3,0,3,2000,3300,1920,0
03 THREE FAMILY DWELLINGS,3,11225,3,0,3,2000,3300,1920,0
03 THREE FAMILY DWELLINGS,3,11225,3,0,3,2000,3300,1920,0
03 THREE FAMILY DWELLINGS,3,11225,3,0,3,2000,3300,1920,0
03 THREE FAMILY DWELLINGS,3,11213,3,0,3,1553,3140,1910,0
03 THREE FAMILY DWELLINGS,3,11213,3,0,3,1411,2820,2004,0
03 THREE FAMILY DWELLINGS,3,11233,3,0,3,2394,2970,2000,0
03 THREE FAMILY DWELLINGS,3,11233,3,0,3,2358,2970,2000,0
03 THREE FAMILY DWELLINGS,3,11213,3,0,3,2250,3900,2004,0
03 THREE FAMILY DWELLINGS,3,11213,3,0,3,2679,4500,2006,0
03 THREE FAMILY DWELLINGS,3,11233,3,0,3,2055,2876,2005,0
03 THREE FAMILY DWELLINGS,3,11213,3,0,3,2172,4932,2006,0
03 THREE FAMILY DWELLINGS,3,11213,3,0,3,1817,3510,2005,0
03 THREE FAMILY DWELLINGS,3,11233,3,0,3,1875,2430,1910,0
03 THREE FAMILY DWELLINGS,3,11213,3,0,3,1883,2268,1910,0
03 THREE FAMILY DWELLINGS,3,11213,3,0,3,2529,3324,2007,0
03 THREE FAMILY DWELLINGS,3,11213,3,0,3,2555,3492,1901,0
03 THREE FAMILY DWELLINGS,3,11213,3,0,3,2555,3492,1901,0
03 THREE FAMILY DWELLINGS,3,11213,3,0,3,2405,3340,1899,0
03 THREE FAMILY DWELLINGS,3,11213,10,0,10,3267,7210,1920,0
03 THREE FAMILY DWELLINGS,3,11233,3,0,3,1760,3120,2004,0
03 THREE FAMILY DWELLINGS,3,11213,3,0,3,2412,3420,1901,0
03 THREE FAMILY DWELLINGS,3,11213,3,0,3,2000,3312,1901,0
03 THREE FAMILY DWELLINGS,3,11213,3,0,3,2000,3312,1901,0
03 THREE FAMILY DWELLINGS,3,11213,3,0,3,2000,3520,1901,0
03 THREE FAMILY DWELLINGS,3,11213,3,0,3,2886,3552,1901,0
07 RENTALS - WALKUP APARTMENTS,7,11238,4,0,4,2200,5600,2014,0
07 RENTALS - WALKUP APARTMENTS,7,11238,4,0,4,2620,4860,1931,0
07 RENTALS - WALKUP APARTMENTS,7,11238,4,0,4,1988,3740,1931,0
07 RENTALS - WALKUP APARTMENTS,7,11216,7,0,7,2000,3720,1910,0
07 RENTALS - WALKUP APARTMENTS,7,11216,39,0,39,4462,12900,1931,0
07 RENTALS - WALKUP APARTMENTS,7,11213,4,0,4,1325,3940,1931,0
07 RENTALS - WALKUP APARTMENTS,7,11216,4,0,4,2000,4167,1931,0
07 RENTALS - WALKUP APARTMENTS,7,11216,4,0,4,1667,3039,1905,0
07 RENTALS - WALKUP APARTMENTS,7,11216,6,0,6,3780,6808,1931,0
07 RENTALS - WALKUP APARTMENTS,7,11216,8,0,8,2255,3531,1939,0
07 RENTALS - WALKUP APARTMENTS,7,11213,9,0,9,3000,5600,1930,0
07 RENTALS - WALKUP APARTMENTS,7,11216,5,0,5,2500,3000,1931,0
07 RENTALS - WALKUP APARTMENTS,7,11216,10,0,10,2500,10514,2016,0
07 RENTALS - WALKUP APARTMENTS,7,11216,8,0,8,1900,2761,1905,0
07 RENTALS - WALKUP APARTMENTS,7,11213,1,0,1,2540,4000,1903,0
07 RENTALS - WALKUP APARTMENTS,7,11213,4,0,4,2195,3081,1899,0
07 RENTALS - WALKUP APARTMENTS,7,11216,7,1,8,1901,6868,1931,0
07 RENTALS - WALKUP APARTMENTS,7,11216,6,0,6,1901,5004,1931,0
07 RENTALS - WALKUP APARTMENTS,7,11225,16,0,16,6600,18200,1914,0
07 RENTALS - WALKUP APARTMENTS,7,11225,8,0,8,2620,5623,1915,0
07 RENTALS - WALKUP APARTMENTS,7,11225,8,0,8,2555,5374,1899,0
07 RENTALS - WALKUP APARTMENTS,7,11225,4,0,4,3275,3280,1924,0
07 RENTALS - WALKUP APARTMENTS,7,11225,4,0,4,3275,3280,1924,0
07 RENTALS - WALKUP APARTMENTS,7,11225,4,0,4,3974,3842,1924,0
07 RENTALS - WALKUP APARTMENTS,7,11225,39,0,39,10000,35040,1923,0
07 RENTALS - WALKUP APARTMENTS,7,11225,4,0,4,2704,3198,1924,0
07 RENTALS - WALKUP APARTMENTS,7,11213,4,0,4,1596,4200,1910,0
07 RENTALS - WALKUP APARTMENTS,7,11213,4,0,4,1600,3125,1899,0
07 RENTALS - WALKUP APARTMENTS,7,11213,4,0,4,3130,3200,1910,0
07 RENTALS - WALKUP APARTMENTS,7,11213,4,0,4,3130,3200,1910,0
07 RENTALS - WALKUP APARTMENTS,7,11213,4,0,4,3194,3610,1910,0
07 RENTALS - WALKUP APARTMENTS,7,11233,6,0,6,3025,5627,1910,0
07 RENTALS - WALKUP APARTMENTS,7,11213,12,0,12,5000,8800,1910,0
07 RENTALS - WALKUP APARTMENTS,7,11233,6,0,6,2058,4508,1924,0
07 RENTALS - WALKUP APARTMENTS,7,11213,8,0,8,2240,6880,1929,0
07 RENTALS - WALKUP APARTMENTS,7,11233,4,0,4,3194,3200,1924,0
07 RENTALS - WALKUP APARTMENTS,7,11233,4,0,4,2255,3542,1906,0
07 RENTALS - WALKUP APARTMENTS,7,11213,6,0,6,3793,7308,1908,0
07 RENTALS - WALKUP APARTMENTS,7,11213,4,0,4,3015,3136,1923,0
07 RENTALS - WALKUP APARTMENTS,7,11213,4,0,4,3588,3280,1924,0
07 RENTALS - WALKUP APARTMENTS,7,11213,4,0,4,3194,3280,1924,0
07 RENTALS - WALKUP APARTMENTS,7,11213,47,1,48,11000,35652,1925,0
12 CONDOS - WALKUP APARTMENTS,12,11213,1,0,1,0,0,1920,0
12 CONDOS - WALKUP APARTMENTS,12,11213,1,0,1,0,0,1920,0
12 CONDOS - WALKUP APARTMENTS,12,11225,1,0,1,0,0,,0
12 CONDOS - WALKUP APARTMENTS,12,11225,1,0,1,0,0,,0
13 CONDOS - ELEVATOR APARTMENTS,13,11238,1,0,1,0,0,,0
13 CONDOS - ELEVATOR APARTMENTS,13,11238,1,0,1,0,0,,0
13 CONDOS - ELEVATOR APARTMENTS,13,11238,1,0,1,0,0,,0
13 CONDOS - ELEVATOR APARTMENTS,13,11213,1,0,1,0,0,2005,0
13 CONDOS - ELEVATOR APARTMENTS,13,11216,1,0,1,0,0,2012,0
13 CONDOS - ELEVATOR APARTMENTS,13,11213,1,0,1,0,0,,0
13 CONDOS - ELEVATOR APARTMENTS,13,11213,1,0,1,0,0,1920,0
13 CONDOS - ELEVATOR APARTMENTS,13,11213,1,0,1,0,0,2007,0
13 CONDOS - ELEVATOR APARTMENTS,13,11213,1,0,1,0,0,2007,0
13 CONDOS - ELEVATOR APARTMENTS,13,11213,1,0,1,0,0,2007,0
14 RENTALS - 4-10 UNIT,14,11213,6,3,9,2075,7000,1931,0
14 RENTALS - 4-10 UNIT,14,11213,3,1,4,1110,2550,1899,0
14 RENTALS - 4-10 UNIT,14,11213,4,1,5,2100,3465,1899,0
14 RENTALS - 4-10 UNIT,14,11216,2,3,5,1500,3500,1910,0
14 RENTALS - 4-10 UNIT,14,11216,3,1,4,1900,3000,1931,0
14 RENTALS - 4-10 UNIT,14,11216,4,1,5,1850,2996,1903,0
14 RENTALS - 4-10 UNIT,14,11213,3,1,4,1634,3135,1910,0
14 RENTALS - 4-10 UNIT,14,11213,3,1,4,1634,3135,1910,0
14 RENTALS - 4-10 UNIT,14,11233,3,1,4,1160,2631,1927,0
15 CONDOS - 2-10 UNIT RESIDENTIAL,15,11238,1,0,1,0,0,,0
15 CONDOS - 2-10 UNIT RESIDENTIAL,15,11216,1,0,1,0,0,1900,0
15 CONDOS - 2-10 UNIT RESIDENTIAL,15,11213,1,0,1,0,0,2016,0
15 CONDOS - 2-10 UNIT RESIDENTIAL,15,11213,1,0,1,0,0,2016,0
15 CONDOS - 2-10 UNIT RESIDENTIAL,15,11213,1,0,1,0,0,,0
15 CONDOS - 2-10 UNIT RESIDENTIAL,15,11213,1,0,1,0,0,,0
15 CONDOS - 2-10 UNIT RESIDENTIAL,15,11213,1,0,1,0,0,,0
21 OFFICE BUILDINGS,21,11213,1,1,2,2640,4257,1920,0
22 STORE BUILDINGS,22,11238,1,2,3,3758,5899,1930,0
22 STORE BUILDINGS,22,11225,0,1,1,2500,2400,1920,0
22 STORE BUILDINGS,22,11225,0,1,1,28763,30679,1930,0
22 STORE BUILDINGS,22,11225,0,1,1,28763,30679,1930,0
22 STORE BUILDINGS,22,11225,0,1,1,8000,8000,1925,0
22 STORE BUILDINGS,22,11225,0,1,1,8000,8000,1925,0
22 STORE BUILDINGS,22,11225,0,3,3,16000,16000,1925,0
22 STORE BUILDINGS,22,11225,0,1,1,10000,3943,2009,0
27 FACTORIES,27,11213,0,1,1,10000,20000,1972,0
29 COMMERCIAL GARAGES,29,11225,0,0,0,4198,0,,0
29 COMMERCIAL GARAGES,29,11225,0,0,0,1355,0,,0
30 WAREHOUSES,30,11213,0,1,1,5500,5500,1910,0
33 EDUCATIONAL FACILITIES,33,11213,0,0,0,89453,57586,1931,0
33 EDUCATIONAL FACILITIES,33,11213,0,40,40,4804,12875,1910,0
33 EDUCATIONAL FACILITIES,33,11213,0,1,1,19067,41208,1989,0
34 THEATRES,34,11238,0,1,1,6454,6301,1910,0
37 RELIGIOUS FACILITIES,37,11238,0,1,1,2814,5000,1930,0
37 RELIGIOUS FACILITIES,37,11216,0,1,1,22941,18414,1931,0
37 RELIGIOUS FACILITIES,37,11216,0,1,1,5340,4822,1900,0
37 RELIGIOUS FACILITIES,37,11216,0,1,1,2500,3800,1910,0
01 ONE FAMILY DWELLINGS,1,11207,1,0,1,2120,1488,1925,0
01 ONE FAMILY DWELLINGS,1,11207,1,0,1,1974,1400,1910,0
01 ONE FAMILY DWELLINGS,1,11207,1,0,1,2288,1701,1910,0
01 ONE FAMILY DWELLINGS,1,11207,1,0,1,2000,1875,1935,0
01 ONE FAMILY DWELLINGS,1,11208,1,0,1,2000,1488,1910,0
01 ONE FAMILY DWELLINGS,1,11208,1,0,1,1922,1344,1910,0
01 ONE FAMILY DWELLINGS,1,11208,1,0,1,1000,1320,1910,0
01 ONE FAMILY DWELLINGS,1,11207,1,0,1,2953,1638,1910,0
01 ONE FAMILY DWELLINGS,1,11208,1,0,1,2500,2320,1920,0
01 ONE FAMILY DWELLINGS,1,11208,1,0,1,2942,1680,1905,0
01 ONE FAMILY DWELLINGS,1,11208,1,0,1,3987,1120,1901,0
01 ONE FAMILY DWELLINGS,1,11208,1,0,1,1643,1168,1920,0
01 ONE FAMILY DWELLINGS,1,11208,1,0,1,4500,1332,1920,0
01 ONE FAMILY DWELLINGS,1,11208,1,0,1,2000,1600,1901,0
01 ONE FAMILY DWELLINGS,1,11208,1,0,1,2000,1720,1901,0
01 ONE FAMILY DWELLINGS,1,11208,1,0,1,2188,1215,1910,0
01 ONE FAMILY DWELLINGS,1,11208,1,0,1,2599,1912,1910,0
01 ONE FAMILY DWELLINGS,1,11208,1,0,1,4050,1200,1930,0
01 ONE FAMILY DWELLINGS,1,11208,1,0,1,1710,1602,1901,0
01 ONE FAMILY DWELLINGS,1,11208,1,0,1,2975,1184,1910,0
01 ONE FAMILY DWELLINGS,1,11208,1,0,1,1500,1468,1920,0
01 ONE FAMILY DWELLINGS,1,11208,1,0,1,1658,1393,1920,0
01 ONE FAMILY DWELLINGS,1,11208,1,0,1,3125,1800,1920,0
01 ONE FAMILY DWELLINGS,1,11208,1,0,1,1839,1428,1920,0
01 ONE FAMILY DWELLINGS,1,11208,1,0,1,1569,1260,1920,0
02 TWO FAMILY DWELLINGS,2,11207,2,0,2,2605,3000,1899,0
02 TWO FAMILY DWELLINGS,2,11207,2,0,2,2567,1080,1910,0
02 TWO FAMILY DWELLINGS,2,11207,2,0,2,6100,1800,1920,0
02 TWO FAMILY DWELLINGS,2,11207,2,0,2,2000,2128,1901,0
02 TWO FAMILY DWELLINGS,2,11207,2,0,2,1600,1984,1901,0
02 TWO FAMILY DWELLINGS,2,11207,2,0,2,2500,1336,1901,0
02 TWO FAMILY DWELLINGS,2,11207,2,0,2,3127,4240,2004,0
02 TWO FAMILY DWELLINGS,2,11207,2,0,2,2750,1980,1899,0
02 TWO FAMILY DWELLINGS,2,11208,2,0,2,1883,2988,1901,0
02 TWO FAMILY DWELLINGS,2,11208,2,0,2,2429,2394,1920,0
02 TWO FAMILY DWELLINGS,2,11208,2,0,2,2429,2394,1920,0
02 TWO FAMILY DWELLINGS,2,11208,2,0,2,2100,1952,1910,0
02 TWO FAMILY DWELLINGS,2,11207,2,0,2,2000,1584,1910,0
02 TWO FAMILY DWELLINGS,2,11208,2,0,2,1558,1672,1910,0
02 TWO FAMILY DWELLINGS,2,11208,2,0,2,3750,2395,1920,0
02 TWO FAMILY DWELLINGS,2,11208,2,0,2,3300,2870,1915,0
02 TWO FAMILY DWELLINGS,2,11208,2,0,2,2500,1449,1925,0
02 TWO FAMILY DWELLINGS,2,11208,2,0,2,1875,1948,1910,0
02 TWO FAMILY DWELLINGS,2,11208,2,0,2,2000,2048,1910,0
02 TWO FAMILY DWELLINGS,2,11208,2,0,2,2033,2120,1910,0
02 TWO FAMILY DWELLINGS,2,11208,2,0,2,1988,2040,1910,0
02 TWO FAMILY DWELLINGS,2,11207,2,0,2,5750,2984,1901,0
02 TWO FAMILY DWELLINGS,2,11207,2,0,2,5750,2984,1901,0
02 TWO FAMILY DWELLINGS,2,11207,2,0,2,1771,1922,2007,0
02 TWO FAMILY DWELLINGS,2,11207,2,0,2,2333,3000,1901,0
02 TWO FAMILY DWELLINGS,2,11207,2,0,2,2375,2320,1901,0
02 TWO FAMILY DWELLINGS,2,11207,2,0,2,2375,1964,1901,0
02 TWO FAMILY DWELLINGS,2,11207,2,0,2,2375,1964,1901,0
02 TWO FAMILY DWELLINGS,2,11207,2,1,3,1729,3318,1920,0
02 TWO FAMILY DWELLINGS,2,11208,2,0,2,2300,1208,1905,0
02 TWO FAMILY DWELLINGS,2,11208,2,0,2,2021,2517,2005,0
02 TWO FAMILY DWELLINGS,2,11208,2,0,2,1402,1208,1901,0
02 TWO FAMILY DWELLINGS,2,11208,2,0,2,7500,1612,1920,0
02 TWO FAMILY DWELLINGS,2,11208,2,0,2,1780,2024,1901,0
02 TWO FAMILY DWELLINGS,2,11208,2,0,2,2176,2250,1920,0
02 TWO FAMILY DWELLINGS,2,11208,2,0,2,2149,2400,1935,0
02 TWO FAMILY DWELLINGS,2,11208,2,0,2,2000,2000,1925,0
02 TWO FAMILY DWELLINGS,2,11208,2,0,2,1667,1760,1925,0
02 TWO FAMILY DWELLINGS,2,11208,2,0,2,1967,2360,2003,0
02 TWO FAMILY DWELLINGS,2,11208,2,0,2,2188,1840,1910,0
02 TWO FAMILY DWELLINGS,2,11208,2,0,2,2188,1128,1910,0
02 TWO FAMILY DWELLINGS,2,11208,2,0,2,2083,1888,1901,0
02 TWO FAMILY DWELLINGS,2,11208,2,0,2,2083,1888,1901,0
02 TWO FAMILY DWELLINGS,2,11208,2,0,2,2450,2320,1901,0
02 TWO FAMILY DWELLINGS,2,11208,2,0,2,1800,2000,1901,0
02 TWO FAMILY DWELLINGS,2,11208,2,0,2,2500,2080,1901,0
02 TWO FAMILY DWELLINGS,2,11208,2,0,2,2500,2096,1899,0
02 TWO FAMILY DWELLINGS,2,11208,2,0,2,2500,1272,1899,0
02 TWO FAMILY DWELLINGS,2,11208,2,0,2,2875,2040,1899,0
02 TWO FAMILY DWELLINGS,2,11208,2,0,2,1488,1488,1899,0
02 TWO FAMILY DWELLINGS,2,11208,2,0,2,3330,2344,1920,0
02 TWO FAMILY DWELLINGS,2,11208,2,0,2,1880,2192,1901,0
02 TWO FAMILY DWELLINGS,2,11208,2,0,2,2000,2048,1901,0
02 TWO FAMILY DWELLINGS,2,11208,2,0,2,1971,2080,1901,0
02 TWO FAMILY DWELLINGS,2,11208,2,0,2,1797,2055,1901,0
02 TWO FAMILY DWELLINGS,2,11208,2,0,2,4200,2396,1920,0
02 TWO FAMILY DWELLINGS,2,11208,2,0,2,3750,1855,1920,0
02 TWO FAMILY DWELLINGS,2,11208,2,0,2,1366,2044,1901,0
02 TWO FAMILY DWELLINGS,2,11208,2,0,2,1833,2430,1899,0
02 TWO FAMILY DWELLINGS,2,11208,2,0,2,2066,1576,1920,0
02 TWO FAMILY DWELLINGS,2,11208,2,0,2,2306,1590,1920,0
02 TWO FAMILY DWELLINGS,2,11208,2,0,2,2500,2280,1899,0
02 TWO FAMILY DWELLINGS,2,11208,2,0,2,5200,3058,1910,0
02 TWO FAMILY DWELLINGS,2,11208,2,0,2,3230,2560,1899,0
02 TWO FAMILY DWELLINGS,2,11208,2,0,2,1800,2220,1899,0
02 TWO FAMILY DWELLINGS,2,11208,2,0,2,1900,1880,1910,0
02 TWO FAMILY DWELLINGS,2,11208,2,0,2,2425,2090,1925,0
02 TWO FAMILY DWELLINGS,2,11208,2,0,2,2155,2052,1910,0
02 TWO FAMILY DWELLINGS,2,11208,2,0,2,1750,2080,1910,0
02 TWO FAMILY DWELLINGS,2,11208,2,0,2,1750,2128,1910,0
02 TWO FAMILY DWELLINGS,2,11208,2,0,2,1750,1664,1910,0
02 TWO FAMILY DWELLINGS,2,11208,2,0,2,1400,1404,1910,0
02 TWO FAMILY DWELLINGS,2,11208,2,0,2,2500,2080,1905,0
02 TWO FAMILY DWELLINGS,2,11208,2,0,2,3125,1338,1915,0
03 THREE FAMILY DWELLINGS,3,11207,3,0,3,2500,3140,1901,0
03 THREE FAMILY DWELLINGS,3,11207,3,0,3,2850,2902,1910,0
03 THREE FAMILY DWELLINGS,3,11208,3,0,3,1600,2240,1910,0
03 THREE FAMILY DWELLINGS,3,11208,3,0,3,3088,1760,1931,0
03 THREE FAMILY DWELLINGS,3,11208,3,0,3,3062,1710,1931,0
03 THREE FAMILY DWELLINGS,3,11207,3,0,3,1966,3111,2006,0
03 THREE FAMILY DWELLINGS,3,11207,3,0,3,2767,3111,2006,0
03 THREE FAMILY DWELLINGS,3,11208,3,0,3,1195,3306,1899,0
03 THREE FAMILY DWELLINGS,3,11208,3,0,3,3563,3840,1920,0
03 THREE FAMILY DWELLINGS,3,11208,3,0,3,2359,3312,1910,0
03 THREE FAMILY DWELLINGS,3,11208,3,0,3,1978,2816,1910,0
03 THREE FAMILY DWELLINGS,3,11208,3,0,3,1983,3027,1910,0
03 THREE FAMILY DWELLINGS,3,11208,3,0,3,2140,3012,1901,0
03 THREE FAMILY DWELLINGS,3,11208,3,0,3,3750,3372,1901,0
03 THREE FAMILY DWELLINGS,3,11208,3,0,3,2500,3696,1901,0
03 THREE FAMILY DWELLINGS,3,11208,3,0,3,2000,3348,1901,0
03 THREE FAMILY DWELLINGS,3,11208,3,0,3,1728,2580,1915,0
03 THREE FAMILY DWELLINGS,3,11208,3,0,3,2925,2052,1899,0
03 THREE FAMILY DWELLINGS,3,11208,3,0,3,3375,3120,1920,0
03 THREE FAMILY DWELLINGS,3,11208,3,0,3,2000,2320,1899,0
03 THREE FAMILY DWELLINGS,3,11208,3,0,3,2240,2120,1910,0
03 THREE FAMILY DWELLINGS,3,11208,3,0,3,1980,2544,1910,0
05 TAX CLASS 1 VACANT LAND,5,11207,0,0,0,2750,0,,0
05 TAX CLASS 1 VACANT LAND,5,11208,0,0,0,3166,0,,0
07 RENTALS - WALKUP APARTMENTS,7,11207,6,0,6,1997,4875,1920,0
07 RENTALS - WALKUP APARTMENTS,7,11207,4,0,4,2650,2500,1920,0
07 RENTALS - WALKUP APARTMENTS,7,11208,27,0,27,7491,22946,1905,0
07 RENTALS - WALKUP APARTMENTS,7,11208,4,0,4,2500,3000,1915,0
07 RENTALS - WALKUP APARTMENTS,7,11208,4,0,4,2500,3000,1915,0
07 RENTALS - WALKUP APARTMENTS,7,11208,4,0,4,2496,3427,1915,0
08 RENTALS - ELEVATOR APARTMENTS,8,11207,53,0,53,10000,43572,1929,0
14 RENTALS - 4-10 UNIT,14,11207,2,2,4,2246,3456,1920,0
14 RENTALS - 4-10 UNIT,14,11207,4,2,6,5002,11044,1910,0
14 RENTALS - 4-10 UNIT,14,11207,3,1,4,1680,3354,1920,0
14 RENTALS - 4-10 UNIT,14,11208,4,1,5,1054,3276,1920,0
14 RENTALS - 4-10 UNIT,14,11207,3,1,4,2072,4071,2017,0
14 RENTALS - 4-10 UNIT,14,11208,5,1,6,2149,5460,1915,0
22 STORE BUILDINGS,22,11207,0,1,1,10000,10640,1925,0
22 STORE BUILDINGS,22,11207,1,2,3,2500,4924,1920,0
22 STORE BUILDINGS,22,11207,0,1,1,2567,821,1930,0
22 STORE BUILDINGS,22,11208,0,1,1,1222,1148,1930,0
29 COMMERCIAL GARAGES,29,11207,0,1,1,4800,4800,1931,0
29 COMMERCIAL GARAGES,29,11208,0,0,0,1957,0,,0
37 RELIGIOUS FACILITIES,37,11208,0,0,0,10875,6500,1891,0
41 TAX CLASS 4 - OTHER,41,11207,0,0,0,2500,0,,0
41 TAX CLASS 4 - OTHER,41,11207,0,0,0,2500,0,,0
03 THREE FAMILY DWELLINGS,3,11201,3,0,3,2200,3388,1899,0
10 COOPS - ELEVATOR APARTMENTS,10,11201,,,,,,1906,0
13 CONDOS - ELEVATOR APARTMENTS,13,11201,1,0,1,0,0,2014,0
13 CONDOS - ELEVATOR APARTMENTS,13,11201,1,0,1,0,0,1931,0
13 CONDOS - ELEVATOR APARTMENTS,13,11201,1,0,1,0,0,1931,0
13 CONDOS - ELEVATOR APARTMENTS,13,11201,1,0,1,0,0,1913,0
13 CONDOS - ELEVATOR APARTMENTS,13,11201,1,0,1,0,0,1905,0
13 CONDOS - ELEVATOR APARTMENTS,13,11201,1,0,1,0,0,2002,0
13 CONDOS - ELEVATOR APARTMENTS,13,11201,1,0,1,0,0,1899,0
13 CONDOS - ELEVATOR APARTMENTS,13,11201,1,0,1,0,0,1916,0
13 CONDOS - ELEVATOR APARTMENTS,13,11201,1,0,1,0,0,1916,0
13 CONDOS - ELEVATOR APARTMENTS,13,11201,1,0,1,0,0,1916,0
13 CONDOS - ELEVATOR APARTMENTS,13,11201,1,0,1,0,0,1916,0
13 CONDOS - ELEVATOR APARTMENTS,13,11201,1,0,1,0,0,1916,0
13 CONDOS - ELEVATOR APARTMENTS,13,11201,1,0,1,0,0,,0
13 CONDOS - ELEVATOR APARTMENTS,13,11201,1,0,1,0,0,2006,0
13 CONDOS - ELEVATOR APARTMENTS,13,11201,1,0,1,0,0,,0
13 CONDOS - ELEVATOR APARTMENTS,13,11201,1,0,1,0,0,,0
13 CONDOS - ELEVATOR APARTMENTS,13,11201,1,0,1,0,0,,0
13 CONDOS - ELEVATOR APARTMENTS,13,11201,1,0,1,0,0,,0
